descricao;empenhado;liquidado;pago
"SAMARA DE JESUS SILVA SANTOS - 66803233200";"284,00";"284,00";"284,00"
"SAMARA DE MESQUITA LOPES - 00343445271";"9.362,89";"9.362,89";"9.362,89"
"SAMARA DE SOUZA BRAGA - 09427393297";"400,00";"400,00";"400,00"
"SAMARA DOS SANTOS OLIVEIRA - 04185071205";"314,00";"314,00";"314,00"
"SAMARA LIMA DE ARAUJO - 03390584200";"320,00";"320,00";"320,00"
"SAMARA LOPES DE MORAES - 51268809268";"322,87";"322,87";"0,00"
"SAMARA LUIZA DOS SANTOS MENDONÇA - 10884591298";"152,00";"152,00";"152,00"
"SAMARA MAIA BRASIL - 07554992201";"320,00";"320,00";"320,00"
"SAMARA MENDES MESQUITA - 06156333231";"320,00";"320,00";"320,00"
"SAMARA MUNIZ DO NASCIMENTO - 02222805228";"4.640,00";"2.436,00";"2.436,00"
"SÂMARA NASCIMENTO DE SOUZA - 02797300203";"162,00";"162,00";"162,00"
"SAMARA PARENTE NOGUEIRA - 10078486262";"380,00";"380,00";"380,00"
"SAMARA RAQUEL DAMASIO PEREIRA - 03873551462";"432,93";"432,93";"432,93"
"SAMARA SALES DE OLIVEIRA - 65612752253";"16.713,92";"16.713,92";"16.713,92"
"SAMARA SILVA DE MACEDO-SF - 04034484000140";"2.000,00";"2.000,00";"2.000,00"
"SAMARA THALITA FERREIRA - SF - 04034484000140";"8.000,00";"8.000,00";"8.000,00"
"SAMARA ZEGARRA DE FREITAS SF - 04034484000140";"3.000,00";"3.000,00";"1.500,00"
"SAMAYRA LORRANE DE LIMA BARBOZA - 06962399227";"2.880,00";"0,00";"0,00"
"SAMAYRA MARIA SARAIVA LESSA DO NASCIMENT - 87138557272";"35.317,98";"21.065,94";"21.065,94"
"SAMELA CRYSTINA RODRIGUES DA CRUZ - 01457975203";"24.811,98";"16.240,34";"9.962,10"
"SÂMELA GALLI MAIA - 05371956298";"1.488,00";"1.488,00";"1.488,00"
"SAMELLA BARROS DE ARAÚJO - 06263957204";"30,00";"30,00";"30,00"
"SAMIA ALMEIDA MATOS - 90386035253";"1.832,05";"1.832,05";"1.832,05"
"SAMIA DE BRITO QUEIROZ - 79181627220";"320,00";"320,00";"320,00"
"SAMIA DE OLIVEIRA NOGUEIRA - 56922205200";"6.155,62";"6.155,62";"6.155,62"
"SAMIA LIMA DOS SANTOS - 89059956249";"2.960,10";"2.960,10";"2.960,10"
"SAMIA MARIA DE SOUZA OLIVEIRA - 76722074234";"9.636,50";"9.636,50";"9.636,50"
"SAMIA RAQUEL DA SILVA VIANA - 60670100200";"538,13";"538,13";"538,13"
"SAMIA RAQUEL MAIA DE LIMA - 46158618268";"2.960,10";"2.960,10";"2.960,10"
"SAMIA ROBERTA PINTO DA SILVA VIEIRA - 79727999204";"7.463,76";"7.463,76";"7.463,76"
"SAMIA VIEIRA DE OLIVEIRA - 01020399252";"4.950,00";"4.400,00";"4.400,00"
"SAMILA ANDRADE HARMATIUK - 06776712298";"990,00";"990,00";"0,00"
"SAMILA REGO ANDRADE - 08849582218";"160,00";"160,00";"160,00"
"SAMILCA DA SILVA FRANCA - 00095312200";"11.801,89";"11.801,89";"11.801,89"
"SAMILE LIMA DE OLIVEIRA - 04736967200";"1.232,26";"1.232,26";"1.232,26"
"SAMILE PASSOS DE LIMA - 70265060214";"216,00";"216,00";"216,00"
"SAMILI OLIVEIRA ARAÚJO DE MELO - 02122939230";"320,00";"320,00";"0,00"
"SAMILI TAIANE DE ALMEIDA ARAUJO - 01151238228";"3.343,21";"3.343,21";"3.343,21"
"SAMILY DE OLIVEIRA SILVA - 08580303222";"762,00";"762,00";"762,00"
"SAMILY SILVA DE SOUZA - 70383614228";"1.180,00";"1.180,00";"1.180,00"
"SAMIRA DA SILVA LOUZADA OLIVEIRA - 39088405204";"30.865,78";"30.865,78";"30.865,78"
"SAMIR CARDOZO MARTINS - 01381575293";"224,00";"224,00";"224,00"
"SAMIR DA SILVA ALMEIDA - 51439310297";"5.259,05";"5.259,05";"5.259,05"
"SAMIRE AMORIM GOMES - 70485146207";"320,00";"320,00";"320,00"
"SAMIRES BRASIL DOS SANTOS - 70330111213";"160,00";"160,00";"160,00"
"SAMIRES GOMES OLIVEIRA - 08845420256";"400,00";"400,00";"400,00"
"SAMIR FERNANDES ELEAMEN NETO - 03635009288";"3.721,23";"3.721,23";"3.721,23"
"SAMIR ROGERIO CARDOSO DE FREITAS - 62073354220";"715,62";"715,62";"715,62"
"SAMMY BARBOSA LOPES - 36087025200";"14.669,40";"14.669,40";"14.669,40"
"SAMOEL BEZERRA FERREIRA - 09105562295";"320,00";"320,00";"320,00"
"SAMOEL RODRIGUES DE BARROS - 09008709236";"320,00";"320,00";"320,00"
"SAMUEL ALENCAR CAVALCANTE - 64196461387";"1.453,12";"1.453,12";"1.453,12"
"SAMUEL ALMEIDA DA CRUZ - 08275650208";"1.842,00";"1.842,00";"1.842,00"
"SAMUEL ALMEIDA DA SILVA - 07012760290";"220,00";"220,00";"220,00"
"SAMUEL ALVES DE CAMPOS - 71033396273";"190,00";"190,00";"190,00"
"SAMUEL ALVES MATTOS - 00305564226";"286,25";"286,25";"286,25"
"SAMUEL ATAN LIMA FERNANDES - 02174534223";"1.883,70";"1.883,70";"1.883,70"
"SAMUEL BANDEIRA DA SILVA - 10712321268";"312,00";"312,00";"312,00"
"SAMUEL BARBOSA DOS SANTOS - 03323483421";"1.288,12";"1.288,12";"1.288,12"
"SAMUEL BARBOSA MACEDO - 27773330840";"715,64";"715,64";"715,64"
"SAMUEL BATISTA DA SILVA - 47802421268";"322,87";"322,87";"322,87"
"SAMUEL BRYAN DE MORAES GOMES - 89781155272";"4.150,97";"4.150,97";"4.150,97"
"SAMUEL CABRAL FEITOSA - 64386368272";"15.749,41";"15.749,41";"15.749,41"
"SAMUEL DA COSTA CAETANO - 08873616259";"160,00";"160,00";"160,00"
"SAMUEL DA SILVA E SILVA - 70804079234";"15.000,00";"15.000,00";"15.000,00"
"SAMUEL DA SILVA LESSA - 07005492269";"388,00";"388,00";"388,00"
"SAMUEL DA SILVA MARQUES - 02367047294";"730,00";"730,00";"730,00"
"SAMUEL DA SILVA MOURA - 03367330205";"12.309,39";"12.309,39";"12.309,39"
"SAMUEL DO NASCIMENTO MELONE - 07070262299";"120,00";"120,00";"120,00"
"SAMUEL HENRIQUE FIDELIS PINTO - 80027628272";"3.220,87";"3.220,87";"3.220,87"
"SAMUEL LISBOA ALVES - 05164106108";"7.550,00";"7.550,00";"7.550,00"
"SAMUEL MARTINS EVANGELISTA - 04498666291";"240.000,00";"180.000,00";"180.000,00"
"SAMUEL PEREIRA DA COSTA - 01593125232";"9.360,00";"9.360,00";"9.360,00"
"SAMUEL RIBEIRO DE SOUZA - 06341427204";"72,00";"72,00";"72,00"
"SAMUEL SILVA E SILVA - 10112857205";"1.180,00";"1.180,00";"1.180,00"
"SAMUEL SILVA RODRIGUES - 08830078271";"394,00";"394,00";"394,00"
"SAMUEL SOUZA SANTOS - 04488429203";"6.778,00";"6.778,00";"6.778,00"
"SAMUEL VITOR CASTRO DE LIMA - 06544341231";"288,00";"288,00";"288,00"
"SAMURAI MENDES DE CASTRO - 02624232273";"288,00";"288,00";"288,00"
"SAMYA TEIXEIRA DE ALENCAR SOUZA - 67347657253";"4.947,37";"4.947,37";"4.947,37"
"SAMYK FARIAS DA COSTA - 01058218298";"968,40";"968,40";"968,40"
"SAMYK FARIAS DA COSTA - SF - 04034484000140";"3.000,00";"3.000,00";"3.000,00"
"SAMYLA GOMES BARBOSA - 02509583255";"350,00";"350,00";"350,00"
"SAMYLLE ALMEIDA CARNEIRO IKEURA - 81325541249";"9.097,37";"9.097,37";"9.097,37"
"SAMYR VIEIRA DE FARIAS - 80631711287";"5.295,61";"4.579,99";"2.719,36"
"SANAIRA SILVA DE OLIVEIRA - 09929462201";"140,00";"140,00";"140,00"
"SANDERLÉLIA TEIXEIRA DA SILVEIRA ALVES - 00425541282";"7.200,00";"4.800,00";"4.800,00"
"SANDERSON WILLY MACEDO RODRIGUES - 03154098275";"6.869,97";"6.869,97";"6.869,97"
"SANDESSY DA SILVA MELO - 39110966234";"538,12";"538,12";"538,12"
"SANDOVAL DIAS DE FRANCA - 78145740487";"85.886,87";"85.886,87";"85.886,87"
"SANDOVAL FERNANDES MARTINS - 09632999215";"1.281,27";"1.281,27";"1.281,27"
"SANDOVAL GONCALVES DE SALES - 43477925220";"2.700,00";"2.700,00";"2.700,00"
"SANDRA CARNEIRO DE OLIVEIRA - 52395766291";"14.720,00";"14.720,00";"14.720,00"
"SANDRA CESARIO SANTOS SF - 04034484000140";"4.000,00";"4.000,00";"4.000,00"
"SANDRA COSTA DA ROSA - 83031146204";"700,00";"700,00";"700,00"
"SANDRA CRISTINA FALCAO VIEIRA - 39099490291";"916,39";"916,39";"0,00"
"SANDRA DE MOURA ALMEIDA - 18874339291";"17.315,56";"17.315,56";"17.315,56"
"SANDRA DE OLIVEIRA AMORIM - 81300468220";"6.541,74";"6.541,74";"6.541,74"
"SANDRA DE SOUZA COSTA - 90969464215";"400,00";"400,00";"400,00"
"SANDRA DOS SANTOS DE LIMA - 00557995230";"3.600,00";"3.600,00";"3.600,00"
"SANDRA GOES FERREIRA - 94014876268";"1.438,12";"1.438,12";"1.438,12"
"SANDRA LUCAS DE LIMA - 04103384271";"23.657,14";"23.657,14";"23.657,14"
"SANDRA MARA SOUZA DE OLIVEIRA SILVA - 42002443220";"538,12";"538,12";"538,12"
"SANDRA MARIA AMORIM DA ROCHA - 44389990225";"2.433,11";"2.433,11";"2.433,11"
"SANDRA MARIA ARAUJO QUEIROZ DA SILVA - 43512755291";"320,00";"320,00";"320,00"
"SANDRA MARIA DE ALMEIDA MELO - 29148413100";"2.505,12";"2.505,12";"2.505,12"
"SANDRA MARIA FERREIRA DE SOUZA - 63509270282";"538,12";"538,12";"538,12"
"SANDRA MARIA MIRANDA CAVALCANTI - 64255247820";"5.338,44";"5.338,44";"5.338,44"
"SANDRA MARIA SILVA FEITOSA - 50963252291";"727,56";"727,56";"0,00"
"SANDRA MIKAELLE BORGES DA SILVA - 09041488235";"1.104,00";"1.104,00";"1.104,00"
"SANDRA MOURA DA COSTA - 78961688200";"312,00";"312,00";"312,00"
"SANDRA NEY ROCHA SAMOSA - 19612745234";"3.220,87";"3.220,87";"3.220,87"
"SANDRA NUNES DA SILVA - 24265004253";"21.840,00";"21.840,00";"21.840,00"
"SANDRA PEREIRA DE OLIVEIRA - 02971993663";"175,58";"175,58";"175,58"
"SANDRA REGINA DE MATTOS - 74264460263";"5.492,11";"5.492,11";"5.492,11"
"SANDRA REGINA DE SOUZA SANTOS - 83335188268";"414,40";"414,40";"414,40"
"SANDRA RODRIGUES DE OLIVEIRA - 03975535954";"3.220,87";"3.220,87";"3.220,87"
"SANDRA SOARES FERREIRA - 71662014287";"1.456,28";"1.456,28";"1.456,28"
"SANDRA SOUZA DOS SANTOS - 63814587200";"143,13";"143,13";"143,13"
"SANDRA SOUZA NASCIMENTO - 41240430230";"60.000,00";"60.000,00";"60.000,00"
"SANDRA TEOTONIA DO NASCIMENTO - 69583226220";"904,50";"904,50";"904,50"
"SANDRA TEREZA TEIXEIRA - 28553860809";"14.242,22";"14.242,22";"14.242,22"
"SANDRA VALERIA DE OLIVEIRA FIRMINO - 56977050268";"214,69";"214,69";"214,69"
"SANDREYA MAIA MENDES - 57626472268";"5.797,15";"5.797,15";"5.797,15"
"SANDRINE MARTINS BEZERRA - 05320833261";"1.050,00";"1.050,00";"1.050,00"
"SANDRISSIA VIEIRA DA SILVA - 09150989200";"1.180,00";"1.180,00";"1.180,00"
"SANDRO CIACCI DE OLIVEIRA - 51499754272";"376,88";"376,88";"376,88"
"SANDRO DA SILVA COSTA - 01071349260";"390,00";"390,00";"390,00"
"SANDRO DA SILVA MELO - 21703159268";"1.356,76";"1.356,76";"1.356,76"
"SANDRO EFIGENIO DA SILVA - 63903377287";"10.547,25";"10.547,25";"10.547,25"
"SANDRO GOMES MARQUES - 91694965287";"17.050,20";"17.050,20";"14.872,70"
"SANDRO OLIVEIRA DO NASCIMENTO - 43446205268";"134.901,05";"134.901,05";"134.901,05"
"SANDRO PATRICIO SILVA DE BRITO - 23336102200";"300,00";"300,00";"0,00"
"SANDRO ROBERTO SENA DAMASCENO - 65293592220";"1.160,00";"1.160,00";"1.160,00"
"SANDRO RODRIGUES RAMOS - 59480645220";"1.413,33";"1.413,33";"1.413,33"
"SANDRO VIEIRA DA COSTA 52249115249 - 46609791000152";"143.216,66";"82.688,31";"82.688,31"
"SANDRO WALDEMAR DA SILVA CALDERA - 46566929215";"1.320,22";"1.320,22";"1.320,22"
"SANDY REIS ALMEIDA - 01066511292";"2.533,09";"2.533,09";"2.533,09"
"SANGELO MAGALHAES DE SOUSA - 50922440204";"226,12";"226,12";"226,12"
"SANGERLIR CORDEIRO TORRES - 96772964268";"32,00";"32,00";"32,00"
"SANIA FRANCISCA RODRIGUES DA SILVA - 36006009234";"3.578,75";"3.578,75";"3.578,75"
"SANI DEBORA PERES CARDOSO NASCIMENTO - 43369898268";"2.576,24";"2.576,24";"2.576,24"
"SANNA DE ARAUJO FERREIRA COSTA - 01050684206";"1.721,99";"1.721,99";"1.721,99"
"SANNYA ELISA CAMILO DIOGENES - 07526340203";"1.090,00";"1.090,00";"1.090,00"
"SAN RODRIGUES BREGENSE - 03862192229";"3.291,87";"3.291,87";"3.291,87"
"SANSHARA HEMANOELA SANTANA DA SILVA NEPO - 04146100240";"2.481,83";"2.481,83";"2.481,83"
"SANTA FE CONSTRUCOES E PAVIMENTACOES LTD - 10488267000395";"32.588.251,31";"29.816.885,83";"28.819.811,54"
"SANTIAGO & CINTRA IMP E EXP LTDA - 51536795000600";"331.570,00";"0,00";"0,00"
"SANTIAGO DA SILVA ARAUJO - 70693339276";"970,00";"970,00";"970,00"
"SANTIAGO FARIAS DE SOUZA - 88265633220";"538,13";"538,13";"538,13"
"SANTIAGO ROCHA DE MELO - 03043226283";"4.041,25";"4.041,25";"4.041,25"
"SANTO EXPEDITO COMERCIO E UTILIDADES LT - 25684429000257";"158.962,40";"0,00";"0,00"
"SANTOS COMERCIO E CONSTRUCAO LTDA - 07148735000106";"19.526.271,90";"7.495.750,21";"7.495.750,21"
"SANY ANDREA DE OLIVEIRA BRAGA AMOEDO - 43386423272";"538,13";"538,13";"538,13"
"SAPIEN - INSTITUTO DE G., A. E P. APLIC. - 08711906000126";"1.188.000,00";"1.188.000,00";"1.188.000,00"
"SARA ALINE BEZERRA ASFURY DE OLIVEIRA MO - 98459708268";"2.505,12";"2.505,12";"2.505,12"
"SARA ALMEIDA  SOUZA - 01126031224";"320,00";"320,00";"320,00"
"SARA ALVES DA COSTA - 01778653260";"7.326,27";"7.326,27";"7.326,27"
"SARA BEATRIZ ARAUJO LOPES - 05769785233";"6.411,85";"6.411,85";"6.411,85"
"SARA CAMPOS LEITE - 02394291257";"5.725,99";"5.725,99";"5.725,99"
"SARA CAROLINE OLIVEIRA DE SOUSA - 08131067297";"1.702,00";"1.702,00";"1.702,00"
"SARA COSTA DA SILVA - 04142359240";"3.983,22";"3.983,22";"3.983,22"
"SARA CRISTINA FIESCA LIMA - 07113095232";"236,00";"236,00";"236,00"
"SARA CRISTINA RODRIGUES DE SOUZA - 07079000262";"160,00";"160,00";"160,00"
"SARA CRISTINI TORRES RODRIGUES - 07850464290";"190,00";"190,00";"190,00"
"SARA DA SILVA CAMPOS DE SIQUEIRA - 02795332256";"2.691,00";"2.691,00";"2.691,00"
"SARA DA SILVA NASCIMENTO - 07008396236";"320,00";"320,00";"320,00"
"SARA DE ARAUJO CUNHA - 06062360235";"104,00";"104,00";"104,00"
"SARA DOMINGUES DO AMARAL - 55474853220";"42.000,00";"28.000,00";"28.000,00"
"SARA FERNANDA SANTOS DA SILVA - 08983484209";"248,00";"248,00";"248,00"
"SARA FONSECA DA PRATA - 02368140280";"30.240,00";"30.240,00";"30.240,00"
"SARA GEOVANNA RODRIGUES MOREIRA - 06961043267";"1.540,00";"1.540,00";"1.540,00"
"SARAH CRISTINA  AMORIM DE MELO - 10503739286";"400,00";"400,00";"400,00"
"SARAH CRISTINA CAVALCANTE SOARES - 89929900225";"2.720,00";"2.720,00";"2.720,00"
"SARAH DE LIMA MUNIZ - 05266205288";"10.580,34";"10.580,34";"10.580,34"
"SARAH DO NASCIMENTO LIMA - 59235217253";"707,43";"707,43";"707,43"
"SARAH FREITAS COELHO - 02172437204";"224,00";"224,00";"0,00"
"SARAH GEOVANA GRANJEIRO MELO - 00238289273";"6.960,00";"6.960,00";"6.960,00"
"SARAH KELVY COSTA MELO - 06349186214";"1.122,00";"1.122,00";"1.122,00"
"SARAH LIMA DOS SANTOS BATISTA - 89647807287";"484,29";"484,29";"484,29"
"SARAH NAYANNE LEANDRO DOS SANTOS - 07864045235";"1.030,00";"1.030,00";"1.030,00"
"SARAH PAULINO FREIRE - 01116310252";"143,12";"143,12";"143,12"
"SARAH PEREIRA DA SILVA - 04218691274";"250,00";"250,00";"250,00"
"SARAH SILVA DE SOUZA - 04215911290";"15.488,00";"15.488,00";"15.488,00"
"SARAH TAIRINE VIEIRA DO NASCIMENTO - 01128605244";"11.078,70";"11.078,70";"11.078,70"
"SARAH YASMIN DA SILVA VIDAL - 08000444283";"160,00";"160,00";"160,00"
"SARAH ZAIRE LIMA DE MEDEIROS - 23322241220";"1.506,74";"1.506,74";"1.506,74"
"SARAJANE RODRIGUES DE MELO - 43417809215";"538,13";"538,13";"538,13"
"SARA KEROLIN SOUZA DA SILVA - 01547546255";"4.532,39";"4.532,39";"4.532,39"
"SARA LIMA VERDE DE SOUZA - 85011533204";"144,31";"144,31";"144,31"
"SARA LUISA RODRIGUES YAWANAWA - 01461744296";"320,00";"320,00";"320,00"
"SARA MARIELA ZAPATA SILVA - 55173845287";"506,00";"506,00";"506,00"
"SARAMHIAMY FELIX MEDEIROS - 04599053252";"314,85";"314,85";"314,85"
"SARA SILVA BARROSO - 06461451269";"480,00";"480,00";"480,00"
"SARA SIMONE CABRAL FEITOSA - 70215073215";"753,38";"753,38";"753,38"
"SARA SOUZA LODI - 00687052203";"6.029,21";"6.029,21";"6.029,21"
"SARA VITORIA DA SILVA SOUSA - 02487536225";"670,00";"670,00";"670,00"
"SARIM BRASIL DE ALMEIDA - 02302240243";"1.775,95";"1.775,95";"1.775,95"
"SARINE SILVA - 04222435236";"0,00";"0,00";"0,00"
"S A RODRIGUES - 34699777000108";"400,00";"400,00";"400,00"
"SARTRONIC DRONES - 46767357000109";"54.990,00";"0,00";"0,00"
"S A S PACHECO ME - 05117584000101";"96.000,00";"56.000,00";"56.000,00"
"SAUDE MAIS IND LTDA - 19111014000100";"500.100,00";"0,00";"0,00"
"SAULA SANTOS DE SOUSA - 70331325225";"400,00";"400,00";"400,00"
"SAUL LEITE GALDINO - 00147500230";"13.397,55";"13.397,55";"13.397,55"
"SAUL LEVI SOUZA DE SENA - 08759180269";"1.180,00";"1.180,00";"1.180,00"
"SAULO ANDERSON OLIVEIRA DA COSTA - 00946489211";"16.380,00";"16.380,00";"16.380,00"
"SAULO DA SILVA - 02993298283";"320,00";"320,00";"320,00"
"SAULO DE TARSO RODRIGUES RIBEIRO - 90783689268";"447,11";"447,11";"447,11"
"SAULO JOHANSSON ANTINIO DA C NEGREIROS - 96544074268";"1.800,00";"1.800,00";"0,00"
"SAULO JOSE BARBOSA MACEDO - 00131347284";"3.870,00";"3.870,00";"1.995,00"
"SAULO JOSE DE LIMA - 32197586220";"13.461,79";"13.461,79";"13.461,79"
"SAULO JUNIOR ANDRADE SOARES - 08199875224";"400,00";"400,00";"400,00"
"SAULO ROBERTO DE LIMA MOURA - 41201728215";"30.000,00";"30.000,00";"30.000,00"
"SÁVIO BRITO SARAH - 04397492204";"160,00";"160,00";"160,00"
"SAVIO DE MELO ANDRADE - 03011535230";"430,50";"430,50";"430,50"
"SAVIO MATOS BARBOSA - 03168479250";"143,13";"143,13";"143,13"
"SAVIO SILVA DE ALMEIDA - 03764691298";"8.825,80";"8.825,80";"8.825,80"
"SAYANE DE PAULA CORDEIRO - 10764767240";"70,00";"70,00";"70,00"
"SAYLO GABRIEL OLIVEIRA DA SILVA - 70179782266";"180,00";"180,00";"180,00"
"SAYMON ANDRE PACIFICO DA SILVA - 70689938268";"1.937,24";"1.937,24";"1.937,24"
"SAYMON BRUNO PETTER DE MENESES - 46531670000135";"152.353,51";"78.477,07";"78.477,07"
"SAYMON FERNANDES CASTRO SANTOS - 01211427285";"988,40";"988,40";"988,40"
"SAYNONN DA SILVA MEIRELES - 66549167272";"1.614,37";"1.614,37";"1.614,37"
"SAYONARA ARAUJO SUZUKI - 00827023227";"12.000,00";"9.000,00";"9.000,00"
"SAYONARA DE SOUZA SIMAO - 00555601218";"378,19";"378,19";"378,19"
"SBDA-SOCIEDADE BRASILEIRA DE DEFESA AGROPECUARIA - 13920345000105";"1.160,00";"1.160,00";"1.160,00"
"SB DISTRIBUIDORA EIRELI - 00415832000179";"444.953,78";"375.685,56";"253.603,10"
"SBS BRASIL LTDA - 35842972000108";"470.387,80";"315.810,70";"21.761,30"
"SCAN DIAGNOSTICA INDUSTRIA E COMERCIO LT - 18520715000130";"102.818,00";"55.500,00";"37.000,00"
"S CARDOSO SILVA - 15416719000185";"101.447,82";"44.436,91";"43.448,91"
"SCHEILA CARRE KONZEN - 94339066087";"5.451,00";"5.451,00";"5.451,00"
"SCHIRLEM MARTINS DO NASCIMENTO NEVES - 04069275290";"144,00";"144,00";"144,00"
"SCHWALBE & CIA LTDA - 15017672000187";"84.891,00";"52.463,50";"52.463,50"
"SCORPION INFORMATICA EIRELI - 04567265000127";"39.520,19";"23.605,21";"23.605,21"
"S. DE PAULA SILVA - 13479881000117";"6.710,00";"6.710,00";"6.710,00"
"SEARCH INFORMATICA LTDA - 32917874000102";"7.851.862,62";"7.851.862,62";"7.851.862,62"
"SEBASTIANA CUNHA DO NASCIMENTO - 33992959287";"1.708,96";"1.708,96";"1.708,96"
"SEBASTIANA DAS DORES BARROSO - 43492401287";"80,00";"80,00";"80,00"
"SEBASTIANA DA SILVA PEREIRA - 04068548234";"6.646,83";"6.646,83";"6.646,83"
"SEBASTIANA DOS SANTOS BARBOSA OLIVEIARA - 73704881287";"1.456,28";"1.456,28";"1.456,28"
"SEBASTIANA FERREIRA - 70799895237";"4.950,00";"4.400,00";"4.400,00"
"SEBASTIANA GAMA DOS SANTOS ALENCAR - 85044253200";"2.146,87";"2.146,87";"2.146,87"
"SEBASTIANA LARISSA DE CASTRO RAMOS - 03333172208";"400,00";"400,00";"400,00"
"SEBASTIANA VALE DE SOUZA - 08471768275";"1.120,00";"1.120,00";"1.120,00"
"SEBASTIAO ACACIO ELIOTERIO - 00146266242";"3.442,95";"3.442,95";"3.442,95"
"SEBASTIAO ALMEIDA BORGES - 46582100297";"2.945,00";"2.945,00";"2.945,00"
"SEBASTIAO ALVES FERREIRA - 11182911234";"18.400,00";"18.400,00";"18.400,00"
"SEBASTIAO BENICIO DE MELO - 80813330297";"400,00";"400,00";"400,00"
"SEBASTIAO CARDOSO DE SOUZA - 32227787287";"45.000,00";"45.000,00";"45.000,00"
"SEBASTIAO CHAVES DA COSTA - 36063010220";"288,00";"288,00";"288,00"
"SEBASTIAO CONDE DE SOUZA - 32184972215";"20.789,34";"20.789,34";"20.789,34"
"SEBASTIAO CUNHA SUSSUARANA - 19728336268";"5.250,00";"5.250,00";"5.250,00"
"SEBASTIAO DANTAS RODRIGUES - 03407825285";"812,90";"812,90";"812,90"
"SEBASTIAO DA SILVA COSTA - 36026581200";"37.889,79";"37.889,79";"37.889,79"
"SEBASTIAO DE SOUZA SENA - 47837101200";"400,00";"400,00";"400,00"
"SEBASTIAO FEITOSA DE BRITO - 82682747272";"2.251,70";"2.251,70";"2.251,70"
"SEBASTIAO FERREIRA LIMA - 43539564268";"42.579,00";"42.579,00";"42.579,00"
"SEBASTIÃO FERREIRA LIMA JÚNIOR - 02158935227";"6.331,47";"6.331,47";"6.331,47"
"SEBASTIAO GENEROZO DA SILVA - 19711867249";"12.813,45";"12.384,09";"12.384,09"
"SEBASTIAO GOMES DA COSTA - 56402660230";"12.876,06";"12.876,06";"12.876,06"
"SEBASTIAO JACCOUD JUNIOR - 19669135249";"432,93";"432,93";"432,93"
"SEBASTIÃO JORGE DA SILVA - 03874705226";"7.326,27";"7.326,27";"7.326,27"
"SEBASTIAO LAIRES DA SILVA PAULINO - 64418294287";"1.130,05";"1.130,05";"1.130,05"
"SEBASTIAO LOURENCO DA SILVA - 02820960278";"1.341,68";"1.341,68";"1.341,68"
"SEBASTIAO LUCAS DE SOUZA LIMA - 07048537280";"3.065,72";"3.065,72";"3.065,72"
"SEBASTIAO MARIANO - 04104549231";"7.840,00";"7.840,00";"7.840,00"
"SEBASTIAO MORAES DA SILVA - 94763674234";"7.451,56";"7.451,56";"7.451,56"
"SEBASTIAO NUNES DA SILVA - 74342401215";"753,37";"753,37";"753,37"
"SEBASTIÃO PAULO NASCIMENTO - 06592910291";"214,88";"214,88";"214,88"
"SEBASTIAO PEREIRA DA SILVA - SF - 04034484000140";"2.500,00";"2.500,00";"2.500,00"
"SEBASTIAO TEIXEIRA JUNIOR - 48358428200";"30.000,00";"30.000,00";"30.000,00"
"SEBASTIAO VASCONCELOS DE OLIVEIRA - 01451185251";"7.326,27";"7.326,27";"7.326,27"
"SEBASTIAO VERAS DA SILVA - 13867385220";"14.984,54";"14.984,54";"14.984,54"
"SEBRAE/DF-SERV BRAS APOIO MIC E PEQ EMPR - 00330845000145";"6.210,41";"6.210,41";"6.210,41"
"SEC DE ESTADO DA FAZENDA DO DIST FEDERAL - 00394684000153";"4.937,53";"4.937,53";"4.937,53"
"SECRETARIA DA FAZENDA PE - 10572014000133";"5.151,52";"5.151,52";"5.151,52"
"SECRETARIA DA FAZENDA- RIO GRANDE DO SUL - 87958674000181";"437.389,00";"328.041,72";"328.041,72"
"SECRETARIA DE ESTADO DE EDUCACAO E ESPOR - 04033254000167";"49.211,63";"49.211,63";"49.211,63"
"SEGINFO COMERCIO E SERVICOS EMPRESARIAIS LTDA - 05807475000108";"20.839,25";"0,00";"0,00"
"SEGUROS SURA S.A - 33065699000127";"178.751,30";"99.487,88";"99.487,88"
"SELENA DA SILVA SOUSA - 03719148254";"152,00";"152,00";"152,00"
"SELENE FERREIRA DA SILVA - 70805512268";"320,00";"320,00";"320,00"
"SELENE IRIS BALBUENA FARTOLINO DA SILVA - 51042525234";"1.584,00";"1.584,00";"1.584,00"
"SELENIUM MEDICAL LTDA - 46762527000154";"999,50";"999,50";"0,00"
"SELMA COSTA MACEDO REBOUCAS - 41283503204";"14.040,00";"14.040,00";"14.040,00"
"SELMA DE QUEIROZ SANTOS - 69764115268";"10.080,00";"10.080,00";"10.080,00"
"SELMA LUNA DA SILVA LAMEIRA - 01966838239";"2.316,81";"2.316,81";"2.316,81"
"SELVA EULUANA SANTOS GOMES - 84779918391";"13.882,64";"13.882,64";"13.882,64"
"SELVANNY RODRIGUES LEAO PINHEIRO - 01607976242";"7.142,86";"7.142,86";"7.142,86"
"SEMEAR - 12482940000143";"150.000,00";"150.000,00";"150.000,00"
"SEM FRONTEIRAS TELECOMUNICACOES LTDA - 11972556000166";"1.556.800,96";"944.203,68";"876.527,73"
"SENAC - SERVICO NACIONAL DE APRENDIZAGEM - 03636146000116";"20.386.721,20";"13.661.175,40";"11.127.175,40"
"SENAT SERV NAC APRENDIZAGEM D TRANSPORTE - 73471963007907";"28.000,00";"0,00";"0,00"
"SENDPAX VIAGENS LTDA - 18016280000191";"1.262.982,93";"950.841,63";"883.994,29"
